time,area,speed,perimeter,xcentre,ycentre,eccentricity,orientation,major_axis,minor_axis
00:00,583.0,,112.0,151.62779235839844,44.38764953613281,0.8429158081417686,0.0205122553546822,38.30874433978759,20.61184680186966
00:03,575.0,0.1588491052389145,112.0,151.70782470703125,44.25043487548828,0.8397178544002538,0.0125961749134078,37.84330988709223,20.549785799648536
00:06,552.0,0.3924245536327362,110.0,152.09600830078125,44.3079719543457,0.8260788860949765,0.0316293122082361,36.37608160456144,20.499904463765507
00:09,559.0,0.687171459197998,111.0,151.42039489746094,44.18246841430664,0.848213365822463,0.0172626561506235,37.65461232808797,19.94394185623052
00:12,587.0,0.4438414573669433,114.0,150.99488830566406,44.05621719360352,0.8400979369798316,-0.0223329019407042,38.2292396245448,20.73686797763185
00:15,566.0,0.0671532675623893,112.0,151.0088348388672,44.12190628051758,0.8284523153908818,-0.0122183312102327,36.93328900713468,20.68484325172161
00:18,590.0,0.3233310580253601,114.0,150.79661560058594,43.877967834472656,0.8277154674795496,-0.0533514966198206,37.71572022151237,21.16410187792064
00:21,572.0,0.1948083788156509,112.0,150.66433715820312,44.02098083496094,0.8192389269295267,-0.028935929113423,36.785802240355885,21.09490419235168
00:24,558.0,0.20477856695652,110.0,150.7921142578125,44.18100357055664,0.8157443493557058,-0.0148283660591018,36.12425540935401,20.8947251393984
00:27,554.0,0.3662591576576233,110.0,150.5198516845703,44.42599105834961,0.819936676862536,-0.0187761649978425,36.26499869142139,20.760051917392463
