time,area,speed,perimeter,xcentre,ycentre,eccentricity,orientation,major_axis,minor_axis
00:00,252.0,,66.0,199.4007873535156,407.9722290039063,0.4608101112055585,0.3821769251083551,19.04590298384221,16.903215199790036
00:03,254.0,0.1444513499736786,68.0,199.2913360595703,407.8779602050781,0.4586060092269944,0.1890246463413442,19.110110124464263,16.98200265576162
00:06,254.0,0.05511474609375,66.0,199.3464508056641,407.8779602050781,0.4321456246584402,0.291641681887056,18.96817568207011,17.105573596895184
00:09,258.0,0.2768571674823761,68.0,199.593017578125,408.0038757324219,0.4940940902552637,0.2900926236491796,19.479237234788894,16.93541319430716
00:12,264.0,0.1872910559177398,70.0,199.6704559326172,407.8333435058594,0.463069240811758,0.3626347955303828,19.527940017263848,17.30804495091299
00:15,262.0,0.1497102826833725,69.0,199.79771423339844,407.9122009277344,0.4646513385502094,0.1976789680473319,19.44233823091353,17.216068465136523
00:18,257.0,0.1142399609088897,68.0,199.90272521972656,407.9571838378906,0.4857557394024321,0.0861047769836795,19.37721855245434,16.93752200981024
00:21,261.0,0.0927738174796104,68.0,199.90805053710935,408.0498046875,0.4651487515553781,0.2010836492289132,19.40862222423171,17.18114382943611
00:24,264.0,0.1702490150928497,68.0,200.0416717529297,408.1553039550781,0.4815534309548741,0.1307631813087577,19.61379788431713,17.189860699898034
00:27,262.0,0.0718811005353927,68.0,199.98855590820312,408.10687255859375,0.4772020092849465,0.0723704506319072,19.505933475877207,17.141690065892746
